brand,model,year_of_manufacture,listing_count
NISSAN,PULSAR FB14,2001,1
NISSAN,PULSAR FB15,2000,1
NISSAN,WINGROAD Y 12,2007,1
NISSAN,WINGROAD Y10,1997,1
MITSUBISHI,COLT,2008,1
SUZUKI,ALTO LXI,2013,1
SUZUKI,ALTO K10,2000,1
SUZUKI,ALTO K10 VXI,2013,1
SUZUKI,ALTO K10 VXI,2015,1
SUZUKI,ALTO K10 VXI,2016,1
SUZUKI,ALTO L GRADE,2019,1
SUZUKI,ALTO LXI,2005,1
SUZUKI,ALTO LXI,2012,1
SUZUKI,ALTO SPECIAL EDITION,2011,1
SUZUKI,ALTO JAPAN HA24S,2011,1
SUZUKI,ALTO SPORT,2014,1
SUZUKI,ALTO SPORT,2015,1
SUZUKI,ALTO SPORT RPM METER,2004,1
SUZUKI,ALTO SPORTS,2012,1
SUZUKI,BALENO,2002,1
SUZUKI,BALENO,2017,1
SUZUKI,BALENO,2020,1
SUZUKI,ALTO JAPAN TURBO RS WORKS,2015,1
SUZUKI,ALTO JAPAN,2011,1
SUZUKI,BALENO TURBO,2019,1
SUBARU,WRX STI 9,2004,1
SUBARU,R2,2024,1
SUBARU,STI 12,2015,1
SUBARU,STI 6,2002,1
SUBARU,STI 6 RA,2000,1
SUBARU,STI4,1993,1
SUBARU,SUBARU,1989,1
SUBARU,WRX STI 8,2003,1
SUZUKI,A- STAR,2011,1
SUZUKI,ALTO JAPAN,2010,1
SUZUKI,AERIO,2002,1
SUZUKI,ALTO,1997,1
SUZUKI,ALTO,2000,1
SUZUKI,ALTO,2019,1
SUZUKI,ALTO AVEO,2007,1
SUZUKI,ALTO HA25S JAPAN,2003,1
SUZUKI,ALTO JAPAN,1998,1
SUZUKI,BALENO TURBO,2018,1
SUZUKI,BALENO XT JAPAN,2019,1
SUBARU,LEGACY,2004,1
SUZUKI,LIANA,2005,1
SUZUKI,HUSTLER J STYLE TURBO,2017,1
SUZUKI,INDIAN WAGON R,2004,1
SUZUKI,KEI,2001,1
SUZUKI,KEI,2002,1
SUZUKI,KEI,2003,1
SUZUKI,KEI JAPAN,2004,1
SUZUKI,LIANA,2003,1
SUZUKI,LIANA JAPAN,2002,1
SUZUKI,ESTILO,2015,1
SUZUKI,LIANA JAPAN,2007,1
SUZUKI,MARUTI,1993,1
SUZUKI,MARUTI,2002,1
SUZUKI,MARUTI,2014,1
SUZUKI,MARUTI 800,1993,1
SUZUKI,MARUTI 800,1997,1
SUZUKI,MARUTI 800,1999,1
SUZUKI,HUSTLER J STYLE,2017,1
SUZUKI,ESTEEM,2004,1
SUZUKI,BEETLE JAPAN,2007,1
SUZUKI,CIAZ,2015,1
SUZUKI,CELEREO VXI,2016,1
SUZUKI,CELERIO,2018,1
SUZUKI,CELERIO VXI AMT,2015,1
SUZUKI,CELERIO X,2018,1
SUZUKI,CELERIO X AGS,2018,1
SUZUKI,CELERIO ZXI,2014,1
SUZUKI,CELERIOX ZXI AGS,2019,1
SUZUKI,CULTUS,1990,1
SUZUKI,ESTEEM,1999,1
SUZUKI,CULTUS,1993,1
SUZUKI,CULTUS,1996,1
SUZUKI,CULTUS,2000,1
SUZUKI,CULTUS JAPAN,1997,1
SUZUKI,CULTUS WAGON JAPAN,2004,1
SUZUKI,DAA-MH55S WAGON R,2017,1
SUZUKI,ERTIGA,2014,1
SUBARU,LEONE,1981,1
SUBARU,IMPREZA WAGON,1996,1
NISSAN,WINGROAD Y11,2002,1
PEUGEOT,206,2001,1
PERODUA,PROTON SAGA,2011,1
PERODUA,VIVA ELITE,2007,1
PERODUA,VIVA ELITE AMIEZG,2011,1
PERODUA,VIVA ELITE PREMIUM,2009,1
PEUGEOT,000,1996,1
PEUGEOT,203,1956,1
PEUGEOT,206,2000,1
PEUGEOT,206,2003,1
PERODUA,KANCIL,2001,1
PEUGEOT,306,1999,1
PEUGEOT,405 GLD,1995,1
PEUGEOT,406,1997,1
PEUGEOT,406,1998,1
PEUGEOT,406,2003,1
PEUGEOT,406 D9,1999,1
PEUGEOT,406 D9,2000,1
PERODUA,KANCIL,2002,1
PERODUA,KANCIL,1998,1
PEUGEOT,406 D9 GLX,2000,1
OPEL,ASTRA G,2001,1
NISSAN,WY11 WINGROAD,2002,1
NISSAN,Y10,1998,1
NISSAN,Y10 ORJENAL CAR,1994,1
OPEL,ASTRA,1995,1
OPEL,ASTRA,1996,1
OPEL,ASTRA,1998,1
OPEL,ASTRA F,1996,1
OPEL,CORSA B,1995,1
PERODUA,BEZZA HIGHEST SPEC,2018,1
OPEL,OMEGA,1995,1
OPEL,OPEL,1996,1
OTHER,ATV,2010,1
PERODUA,AXIA,2018,1
PERODUA,AXIA G,2015,1
PERODUA,AXIA G,2017,1
PERODUA,BEZZA,2020,1
PEUGEOT,406 D9,2002,1
PEUGEOT,406 D9 GTX,2001,1
SUBARU,IMPREZA,2000,1
RENAULT,KWID RED,2018,1
PROTON,SAGA,1988,1
PROTON,SAVVY,2006,1
PROTON,SAVVY,2008,1
PROTON,WIRA,1993,1
PROTON,WIRA,1994,1
PROTON,WIRA,2003,1
RENAULT,KWID,2019,1
RENAULT,LAGUNA,2004,1
PROTON,PERSONA,2010,1
RENAULT,MEGANE,2006,1
RENAULT,RENAULT,1991,1
SEAT,TOLEDO,2002,1
SKODA,OCTAVIA,2002,1
SKODA,SUPERB,2002,1
SUBARU,GF5,1999,1
SUBARU,IMPREZA,1996,1
PROTON,PERSONA,2011,1
PROTON,GEN 2,2006,1
PEUGEOT,406 HDI,2001,1
PEUGEOT,505,1983,1
PEUGEOT,407,2008,1
PEUGEOT,407 EXECUTIVE,2007,1
PEUGEOT,504,1974,1
PEUGEOT,504,1983,1
PEUGEOT,504 GL,1978,1
PEUGEOT,504 L,1976,1
PEUGEOT,505,1967,1
PEUGEOT,505,1986,1
PEUGEOT,GT LINE,2019,1
PEUGEOT,505 GL,1988,1
PEUGEOT,508,2014,1
PEUGEOT,508,2016,1
PEUGEOT,605,1993,1
PEUGEOT,605 SR,1993,1
PEUGEOT,607,2000,1
PEUGEOT,607,2001,1
NISSAN,N16,1999,1
NISSAN,MOCO,2008,1
NISSAN,MARCH TURBO K10,1990,1
NISSAN,AD WAGON,1997,1
MORRIS,MINOR,1959,1
NISSAN,A33 CEFIRO EXCIMO JAPAN,2004,1
NISSAN,AD,1984,1
NISSAN,AD WAGON,1983,1
NISSAN,AD WAGON,1985,1
NISSAN,AD WAGON,1988,1
NISSAN,AD WAGON,1989,1
NISSAN,AD WAGON VFY11,2000,1
MORRIS,MINI COOPER,1972,1
NISSAN,AD WAGON VY10,1994,1
NISSAN,AD WAGON VY11,2003,1
NISSAN,AD WAGON Y10,1992,1
NISSAN,AD WAGON Y11,2001,1
NISSAN,AD WAGON Y11,2003,1
NISSAN,AK11 SPECIAL EDITION,2000,1
NISSAN,AK12,2002,1
MORRIS,MINI COOPER,1998,1
MORRIS,MINI COOPER,1960,1
NISSAN,AVENIER,1997,1
MITSUBISHI,MIRAGE,2013,1
MITSUBISHI,LANCER WAGON,1990,1
MITSUBISHI,LANCER WAGON C11V,1986,1
MITSUBISHI,LANCER WAGON C12,1985,1
MITSUBISHI,LAUNCHER CK1,1999,1
MITSUBISHI,LIBERO,1996,1
MITSUBISHI,MIRAGE,1992,1
MITSUBISHI,MIRAGE,1997,1
MITSUBISHI,MITSUBISHI,1984,1
MORRIS,MINI,1969,1
MITSUBISHI,MITSUBISHI,1987,1
MITSUBISHI,MITSUBISHI,1996,1
MITSUBISHI,MITSUBISHI,2005,1
MITSUBISHI,MITSUBISHI,2013,1
MITSUBISHI,RVR SUPER WAGON,1999,1
MITSUBISHI,STRADA K74,1997,1
MITSUBISHI,WAGON,1998,1
NISSAN,AK12,2006,1
NISSAN,AVENIR,1996,1
MITSUBISHI,LANCER WAGON,1977,1
NISSAN,B211,1981,1
NISSAN,B15,1998,1
NISSAN,B15,2000,1
NISSAN,B15,2001,1
NISSAN,B15,2002,1
NISSAN,B15,2004,1
NISSAN,B211,1977,1
NISSAN,B211,1979,1
NISSAN,B31,1984,1
NISSAN,B14 LUCINO,1994,1
NISSAN,B310,1978,1
NISSAN,B310,1979,1
NISSAN,B310,1981,1
NISSAN,B310,1985,1
NISSAN,B311,1982,1
NISSAN,BEATLE AK12,2003,1
NISSAN,BLUEBIRD,1984,1
NISSAN,B14 SUNNY,1998,1
NISSAN,B14 EX SALOON,1996,1
NISSAN,AVENIR,1998,1
NISSAN,B12,1990,1
NISSAN,B 14,1998,1
NISSAN,B-13 DOCTOR SUNNY,1993,1
NISSAN,B11,1987,1
NISSAN,B11 CALIFORNIA,1986,1
NISSAN,B11 LONGOING BUFFER,1980,1
NISSAN,B12,1988,1
NISSAN,B12,1989,1
NISSAN,B12 SUNNY,1987,1
NISSAN,B14,1997,1
NISSAN,B12 SUPER SALOON TRAD SUNNY,1989,1
NISSAN,B13,1983,1
NISSAN,B13,1991,1
NISSAN,B13,1992,1
NISSAN,B13 DOCTOR SUNNY,1990,1
NISSAN,B13 SUNNY,1990,1
NISSAN,B14,1996,1
MITSUBISHI,LANCER WAGON,1985,1
MITSUBISHI,LANCER STATION WAGON,1985,1
NISSAN,MARCH MIA K11,2001,1
MITSUBISHI,LANCER,2002,1
MITSUBISHI,LANCER,1986,1
MITSUBISHI,LANCER,1987,1
MITSUBISHI,LANCER,1988,1
MITSUBISHI,LANCER,1989,1
MITSUBISHI,LANCER,1990,1
MITSUBISHI,LANCER,1993,1
MITSUBISHI,LANCER,1998,1
MITSUBISHI,LANCER,2003,1
MITSUBISHI,LANCER,1980,1
MITSUBISHI,LANCER,2012,1
MITSUBISHI,LANCER ASP,1991,1
MITSUBISHI,LANCER ASP,1996,1
MITSUBISHI,LANCER ASP MODEL,1991,1
MITSUBISHI,LANCER BOX,1978,1
MITSUBISHI,LANCER BOX,1979,1
MITSUBISHI,LANCER BOX,1985,1
MITSUBISHI,LANCER,1981,1
MITSUBISHI,LANCER,1977,1
MITSUBISHI,LANCER BOX,1990,1
MITSUBISHI,GALANT,1975,1
MITSUBISHI,CS3,2004,1
MITSUBISHI,CS3,2011,1
MITSUBISHI,EK WAGON,2016,1
MITSUBISHI,EK WAGON,2018,1
MITSUBISHI,EK WAGON B11W,2018,1
MITSUBISHI,EK WAGON CUSTOM DAYZ,2015,1
MITSUBISHI,EVOLUTION 4,2000,1
MITSUBISHI,GALANT,1987,1
MITSUBISHI,KH4WGRPZR,2011,1
MITSUBISHI,GALANT,1990,1
MITSUBISHI,GALANT E32,1988,1
MITSUBISHI,GALANT SIGMA 2C,1984,1
MITSUBISHI,GALANT V6,1994,1
MITSUBISHI,GALANT VRG ASPIRE,2003,1
MITSUBISHI,GF-H42A,2001,1
MITSUBISHI,GLX,2007,1
MITSUBISHI,LANCER BOX,1986,1
MITSUBISHI,LANCER BOX 1.6,1982,1
MITSUBISHI,LANCER GLX ASP,1990,1
MITSUBISHI,LANCER EX GLS EVO X BODYKIT,2007,1
MITSUBISHI,LANCER CS3,2004,1
MITSUBISHI,LANCER CS3 GLX,2011,1
MITSUBISHI,LANCER EVOLUTION,2001,1
MITSUBISHI,LANCER EVOLUTION 6,2000,1
MITSUBISHI,LANCER EX,2015,1
MITSUBISHI,LANCER EX EVO X,2008,1
MITSUBISHI,LANCER EX GLS,2007,1
MITSUBISHI,LANCER FIORE,1986,1
MITSUBISHI,LANCER CS2 JDM,2008,1
MITSUBISHI,LANCER FLAT,1978,1
MITSUBISHI,LANCER FLAT LIGHT WAGON EL,1982,1
MITSUBISHI,LANCER FURY,1986,1
MITSUBISHI,LANCER GLX,1985,1
MITSUBISHI,LANCER GLX,1988,1
MITSUBISHI,LANCER GLX,1989,1
MITSUBISHI,LANCER GLX ASP,1989,1
MITSUBISHI,LANCER CS3,2001,1
MITSUBISHI,LANCER CS2,2022,1
MITSUBISHI,LANCER BOX 5FWD,1982,1
MITSUBISHI,LANCER CB3,1995,1
MITSUBISHI,LANCER BOX SL,1984,1
MITSUBISHI,LANCER C12,1990,1
MITSUBISHI,LANCER C12 CLX,1987,1
MITSUBISHI,LANCER C12A,1986,1
MITSUBISHI,LANCER CB1,1994,1
MITSUBISHI,LANCER CB1,1995,1
MITSUBISHI,LANCER CB2,1992,1
MITSUBISHI,LANCER CK1,1998,1
MITSUBISHI,LANCER CS1 GLX,2010,1
MITSUBISHI,LANCER CK1,2002,1
MITSUBISHI,LANCER CK2,1998,1
MITSUBISHI,LANCER CK2,2002,1
MITSUBISHI,LANCER CK2 MX,2001,1
MITSUBISHI,LANCER CK2 MX EFI,1998,1
MITSUBISHI,LANCER CS1,2011,1
MITSUBISHI,LANCER CS1 GLX,2003,1
NISSAN,BLUEBIRD,1987,1
NISSAN,BLUEBIRD,1994,1
NISSAN,BLUEBIRD,1995,1
NISSAN,K10,1989,1
NISSAN,HB12 TRAD SUNNY FULL LIGHT,1988,1
NISSAN,HB15,2002,1
NISSAN,HB310,1979,1
NISSAN,HB310,1983,1
NISSAN,HB310,1997,1
NISSAN,HN 12,1989,1
NISSAN,K10,1985,1
NISSAN,LANGLEY HN12,1986,1
NISSAN,HB12,1986,1
NISSAN,LAUREL,2008,1
NISSAN,LEAF,2018,1
NISSAN,LEAF AZE0,2017,1
NISSAN,LEAF AZE0 UK ACCENTA,2014,1
NISSAN,LEAF AZEO,2014,1
NISSAN,LEAF AZEO G,2014,1
NISSAN,LEAF AZEO G GRADE,2013,1
NISSAN,HB12,1990,1
NISSAN,HB12,1985,1
NISSAN,LEAF AZEO G GRADE 9BAR 120KM,2013,1
NISSAN,FB15 SUPER SALOON,2024,1
NISSAN,FB15 EX SALOON,2003,1
NISSAN,FB15 EX SALOON,2005,1
NISSAN,FB15 EX SLOON,1999,1
NISSAN,FB15 SPLEND ECO MODEL,2000,1
NISSAN,FB15 SUNNY EX SALOON,1998,1
NISSAN,FB15 SUPER,1998,1
NISSAN,FB15 SUPER SALOON,2004,1
NISSAN,FB15 SUPER SALOON SPLEND,1999,1
NISSAN,HB11 LAUREL SPIRIT,1986,1
NISSAN,FB15 SUPER SALOON SPLEND,2000,1
NISSAN,FG10,2005,1
NISSAN,FN 15,1999,1
NISSAN,FN14 PULSAR,1994,1
NISSAN,G11,2010,1
NISSAN,HB11,1987,1
NISSAN,HB11,1988,1
NISSAN,LEAF AZEO G GRADE,2014,1
NISSAN,LEAF AZEO JAPAN,2013,1
NISSAN,BLUEBIRD,1997,1
NISSAN,MARCH K11,2022,1
NISSAN,MARCH AK13,2011,1
NISSAN,MARCH B11,1986,1
NISSAN,MARCH K10,1987,1
NISSAN,MARCH K10 SPORT,1989,1
NISSAN,MARCH K11,1998,1
NISSAN,MARCH K11,2003,1
NISSAN,MARCH K11,2005,1
NISSAN,MARCH K11 LIMITED,2001,1
NISSAN,MARCH AK12,2009,1
NISSAN,MARCH K11 LIMITED EDITION,2005,1
NISSAN,MARCH K11 MIA,2001,1
NISSAN,MARCH K12,2004,1
NISSAN,MARCH K12,2005,1
NISSAN,MARCH K12,2009,1
NISSAN,MARCH K12 AK12,2006,1
NISSAN,MARCH MIA,2001,1
NISSAN,MARCH AK12,2011,1
NISSAN,MARCH AK12,2005,1
NISSAN,LEAF AZEO X 40KW 225KM,2013,1
NISSAN,LEAF ZEO 10 BAR 150KM,2012,1
NISSAN,LEAF AZEO X GRADE,2013,1
NISSAN,LEAF AZEO X LIMITED,2013,1
NISSAN,LEAF G,2016,1
NISSAN,LEAF G GRADE,2013,1
NISSAN,LEAF G GRADE,2014,1
NISSAN,LEAF G GRADE AZEO,2013,1
NISSAN,LEAF G LIMITED,2015,1
NISSAN,LEAF ZEO 62KWH 500KM RANGE,2012,1
NISSAN,MARCH AK11 ANNIVERSARY,2001,1
NISSAN,MARCH,1988,1
NISSAN,MARCH,1989,1
NISSAN,MARCH,1991,1
NISSAN,MARCH,1994,1
NISSAN,MARCH,1996,1
NISSAN,MARCH,1999,1
NISSAN,MARCH,2020,1
NISSAN,FB15 EX SALOON,2002,1
NISSAN,FB15 EX,2002,1
NISSAN,FB15,2021,1
NISSAN,CEDRIC Y33,1996,1
NISSAN,BLUEBIRD U12,1990,1
NISSAN,BLUEBIRD YU120,1992,1
NISSAN,C24,2000,1
NISSAN,C24,2001,1
NISSAN,CARAVAN,1993,1
NISSAN,CEDRIC GLORIA Y 34,1999,1
NISSAN,CEDRIC GLORIA Y34,1999,1
NISSAN,CEFIRO,1999,1
NISSAN,BLUEBIRD SYLPHY IMPORT,2010,1
NISSAN,CEFIRO,2001,1
NISSAN,CEFIRO,2007,1
NISSAN,CEFIRO 230JM,2005,1
NISSAN,CEFIRO 230JM J31,2004,1
NISSAN,CEFIRO A32,1996,1
NISSAN,CEFIRO A33,2000,1
NISSAN,CEFIRO A33 2 0G,2000,1
NISSAN,BLUEBIRD SYLPHY N17,2004,1
NISSAN,BLUEBIRD SYLPHY FG10,2004,1
NISSAN,FB15,2007,1
NISSAN,BLUEBIRD RU11,1985,1
NISSAN,BLUEBIRD,2004,1
NISSAN,BLUEBIRD E,2000,1
NISSAN,BLUEBIRD EU11,1988,1
NISSAN,BLUEBIRD EU12,1991,1
NISSAN,BLUEBIRD EU13,1995,1
NISSAN,BLUEBIRD G11,2007,1
NISSAN,BLUEBIRD QU14,2000,1
NISSAN,BLUEBIRD SSS,1996,1
NISSAN,BLUEBIRD SYLPHY,2008,1
NISSAN,BLUEBIRD SSS FB14,1999,1
NISSAN,BLUEBIRD SU13,1992,1
NISSAN,BLUEBIRD SU14,1996,1
NISSAN,BLUEBIRD SU14,1998,1
NISSAN,BLUEBIRD SU14,2001,1
NISSAN,BLUEBIRD SYLPHY,2004,1
NISSAN,BLUEBIRD SYLPHY,2005,1
NISSAN,CEFIRO A33 MAXIMA,2000,1
NISSAN,CEFIRO C33,2000,1
NISSAN,CEFIRO EXCIMO,2000,1
NISSAN,FB13 SUNNY,1992,1
NISSAN,FB13,1996,1
NISSAN,FB13,1997,1
NISSAN,FB13,1998,1
NISSAN,FB13 DOCTOR SUNNY,1990,1
NISSAN,FB13 DOCTOR SUNNY,1996,1
NISSAN,FB13 DOCTOR SUNNY SUPER SALOON,1992,1
NISSAN,FB13 DOCTOR SUNNY SUPER SALOON,1994,1
NISSAN,FB14,2000,1
NISSAN,CEFIRO J31,2003,1
NISSAN,FB14,2001,1
NISSAN,FB14,2003,1
NISSAN,FB14 PRESEA,2000,1
NISSAN,FB14 PULSAR,2000,1
NISSAN,FB14 SUPER SALOON,1997,1
NISSAN,FB14 SUPER SALOON,1998,1
NISSAN,FB14 SUPER SALOON,2006,1
NISSAN,FB13,1995,1
NISSAN,FB12 SUNNY,1987,1
NISSAN,FB 31,1991,1
NISSAN,EX SALOON,2004,1
NISSAN,CEFIRO J31 230JM,2004,1
NISSAN,CUBE BZ11,2002,1
NISSAN,DAYZ HIGHWAY STAR,2016,1
NISSAN,DAYZ HIGHWAY STAR,2018,1
NISSAN,DAYZ ROOX,2017,1
NISSAN,DAYZ SAFETY LIMITED EDITION,2017,1
NISSAN,DOCTOR SUNNY,1993,1
NISSAN,DOCTOR SUNNY,1995,1
NISSAN,DOCTOR SUNNY B13,1991,1
NISSAN,DOCTOR SUNNY B13,1992,1
NISSAN,DOCTOR SUNNY FB13,1992,1
NISSAN,E B12 SUNNY,1986,1
NISSAN,EB 12 SUNNY,1987,1
NISSAN,EF12 SUNNY,1989,1
NISSAN,EX SALOON,2001,1
ZOTYE,ZOTYE,2017,1
